Doc Index,Title,URL,Overlap,Jaccard,Recs from Text Only,Recs from Text + Image,New Recs from Image Features
2312,Ha Long Bay at Night: Must-Try Experiences for Travelers,N/A,4,0.67,Top 7 Must-try Vietnamese Drinks during A Trip to Vietnam; Lan Ha Bay Cruise: A Guide to Discovering Tranquility; Pottery Class Bat Trang; 5 Must-Try Lok Lok Vans In Johor Bahru; 14 Must-Try Eateries in Petaling Jaya,Top 7 Must-try Vietnamese Drinks during A Trip to Vietnam; Pottery Class Bat Trang; 5 Must-Try Lok Lok Vans In Johor Bahru; Lan Ha Bay Cruise: A Guide to Discovering Tranquility; Banh Mi: A must-try Vietnamese dish,Banh Mi: A must-try Vietnamese dish
2313,"51 Best Things To Do In Bali, Indonesia",N/A,4,0.67,"43 Best Waterfalls In Bali (+Map); Tegalalang Rice Terrace & Ceking Rice Field In Ubud, Bali; Playing With Bali Monkeys At The Ubud Monkey Forest Sanctuary; Bali Marigold Fields – Info, Location, & Season; Uluwatu Guide For Bali: 20 Top Things To Do","43 Best Waterfalls In Bali (+Map); Tegalalang Rice Terrace & Ceking Rice Field In Ubud, Bali; Pura Lempuyang Temple In Bali: The Gates Of Heaven; Playing With Bali Monkeys At The Ubud Monkey Forest Sanctuary; Bali Marigold Fields – Info, Location, & Season",Pura Lempuyang Temple In Bali: The Gates Of Heaven
2314,Top 10 Must-Try Local Dishes in Mekong Delta For Tourists,N/A,4,0.67,Top 10 must-try dishes that represent Malaysian cuisine; Top 10 must-try dishes from Thailand; Must-try dishes when coming to Laos; Top 10 unique Vietnamese dishes should not be overlooked; A list of 10 must-try specialties when traveling to Hue,"Top 10 must-try dishes that represent Malaysian cuisine; Must-try dishes when coming to Laos; Top 10 must-try dishes from Thailand; Top 10 unique Vietnamese dishes should not be overlooked; Top 10 Delicious Local Dishes in Hai Phong, Vietnam","Top 10 Delicious Local Dishes in Hai Phong, Vietnam"
2315,"Vinpearl Phú Quốc: Beyond a Resort, an Immersive Experience",N/A,5,1.0,"10 Special Luxury Restaurants for Fine Dining in Cambodia; Experience Hiroshima, Ehime and Okayama – Japan’s Mediterranean region (Part 1: Hiroshima); Gifu Day 4: Gero, Nakatsugawa, Ena Valley; Myanmar River Cruise - Top cruises, Best routes and Attractions in Myanmar; Hanoi City Tour: Discover the Heart of Vietnam in Every Step","Experience Hiroshima, Ehime and Okayama – Japan’s Mediterranean region (Part 1: Hiroshima); 10 Special Luxury Restaurants for Fine Dining in Cambodia; Gifu Day 4: Gero, Nakatsugawa, Ena Valley; Myanmar River Cruise - Top cruises, Best routes and Attractions in Myanmar; Hanoi City Tour: Discover the Heart of Vietnam in Every Step",
2316,Lan Ha Bay Cruise: A Guide to Discovering Tranquility,N/A,5,1.0,Ha Long Bay Cruise: Navigating Vietnam’s Beautiful Seascape; Ha Long Bay Cruise 1 Night: A Journey of Discovery; Ha Long Bay Cruise 2 Nights: A Two-Night Journey in Paradise; Ha Long Bay Boat Trip: A Journey of Serenity and Wonder; How to book a Ha Long Bay cruise?,Ha Long Bay Cruise: Navigating Vietnam’s Beautiful Seascape; Ha Long Bay Cruise 1 Night: A Journey of Discovery; Ha Long Bay Cruise 2 Nights: A Two-Night Journey in Paradise; Ha Long Bay Boat Trip: A Journey of Serenity and Wonder; How to book a Ha Long Bay cruise?,
2317,Marble Mountains: Explore the Hidden Gem of Da Nang,N/A,4,0.67,"Campuhan Ridge Walk: 2KM Trek In Bali For Lazy Folks Who Still Want “Live Laugh Love” Photos; How To Visit Karnak Temple In Luxor Egypt; Amber Fort, Rajasthan India; Tegalalang Rice Terrace Guide – Cascading Rice Fields 20 Min From Ubud To Add To Your Bali Itinerary; Pura Ulun Danu Tamblingan Lake Temple In Munduk, Bali","Campuhan Ridge Walk: 2KM Trek In Bali For Lazy Folks Who Still Want “Live Laugh Love” Photos; How To Visit Karnak Temple In Luxor Egypt; Tegalalang Rice Terrace Guide – Cascading Rice Fields 20 Min From Ubud To Add To Your Bali Itinerary; Amber Fort, Rajasthan India; Da Nang Night Market: 5+ Reasons to Explore After Dark",Da Nang Night Market: 5+ Reasons to Explore After Dark
2318,Best Places to Stay in Sapa: Top Accommodation Picks,N/A,4,0.67,"Where to Stay in Sapa, Vietnam: The Best Sapa Hotels, Homestays & Ecolodges; 7 Best Places to Stay in Ninh Binh for Solo Travelers; Top Famous Art Museums in Thailand; Night Market in Sapa: Twilight Tales Adventures; Top 5+ Best Ninh Binh Restaurants for your Exploration","Where to Stay in Sapa, Vietnam: The Best Sapa Hotels, Homestays & Ecolodges; 7 Best Places to Stay in Ninh Binh for Solo Travelers; Night Market in Sapa: Twilight Tales Adventures; Top 5+ Best Ninh Binh Restaurants for your Exploration; Sapa Homestay: Top 10 Hillside Views for Travel Enthusiasts",Sapa Homestay: Top 10 Hillside Views for Travel Enthusiasts
2319,White Palace Vung Tau: A Glimpse into Colonial-Era Glory,N/A,5,1.0,"Titanic: Mystery Solved; Tel Aviv, the White City; Da Lat Travel Guide – Everything You Need to Know; 10 Best Wantan Mee In Kuala Lumpur That Will Leave You Wan-ting More; Day 8 – TA TA TAssie!","Titanic: Mystery Solved; Da Lat Travel Guide – Everything You Need to Know; Tel Aviv, the White City; 10 Best Wantan Mee In Kuala Lumpur That Will Leave You Wan-ting More; Day 8 – TA TA TAssie!",
2320,Vietnamese Flowers: Exploring the Flowers of Vietnam,N/A,5,1.0,"Vietnamese Soups: 17 Dishes for A True Taste of Vietnam; Boat Cruises, Dinosaurs and More: Enjoy Central Japan like a Local with the Takayama-Hokuriku Area Tourist Pass! [Part 2]; Things You Should Be Aware When Traveling to Vietnam; Top 20 Vietnamese Vegetables for Authentic Cuisine; Things to Know about Ao Dai: The Vietnam Traditional Costume","Vietnamese Soups: 17 Dishes for A True Taste of Vietnam; Boat Cruises, Dinosaurs and More: Enjoy Central Japan like a Local with the Takayama-Hokuriku Area Tourist Pass! [Part 2]; Top 20 Vietnamese Vegetables for Authentic Cuisine; Things to Know about Ao Dai: The Vietnam Traditional Costume; Things You Should Be Aware When Traveling to Vietnam",
2321,Da Lat Travel Guide – Everything You Need to Know,N/A,5,1.0,Cua Lo Travel Guide – Everything You Need to Know; Da Nang Travel Guide – Everything You Need to Know; Thanh Hoa Travel Guide – Everything You Need to Know; Nha Trang Travel Guide – Everything You Need to Know; Saigon Travel Guide – Everything You Need to Know,Cua Lo Travel Guide – Everything You Need to Know; Da Nang Travel Guide – Everything You Need to Know; Thanh Hoa Travel Guide – Everything You Need to Know; Nha Trang Travel Guide – Everything You Need to Know; Saigon Travel Guide – Everything You Need to Know,
2322,Asian Fruits: Discover 15 Wonders from Asian Orchards,N/A,5,1.0,Immerse Yourself in Bhutanese Hospitality: Discover Authentic Homestay Experiences; Nha Trang Mountain Church: Discover a Timeless Masterpiece; 15 Must-Try Halal Eateries In Malaysia; Gearing up for your next travel goals? Here’s a calendar of every event in Queensland this 2020; Top 7 Must-try Vietnamese Drinks during A Trip to Vietnam,Immerse Yourself in Bhutanese Hospitality: Discover Authentic Homestay Experiences; Nha Trang Mountain Church: Discover a Timeless Masterpiece; 15 Must-Try Halal Eateries In Malaysia; Gearing up for your next travel goals? Here’s a calendar of every event in Queensland this 2020; Top 7 Must-try Vietnamese Drinks during A Trip to Vietnam,
2323,10 Best Tropical Destinations in June for Beach Lovers,N/A,5,1.0,"10 Best Tropical Destinations in March for Sun and Adventure; 10 Best Tropical Destinations in April You Can’t Miss; 10 Best Tropical Destinations in May to Explore and Relax; 10 Best Tropical Destinations in January for Every Budget; 10 Best Beach Clubs In Phuket For Singaporeans Visiting In 2024, For A Super-Relaxing Vacation By The Sea","10 Best Tropical Destinations in March for Sun and Adventure; 10 Best Tropical Destinations in May to Explore and Relax; 10 Best Tropical Destinations in April You Can’t Miss; 10 Best Tropical Destinations in January for Every Budget; 10 Best Beach Clubs In Phuket For Singaporeans Visiting In 2024, For A Super-Relaxing Vacation By The Sea",
2324,Wire Pass To Buckskin Gulch: Longest Slot Canyon In Utah,N/A,5,1.0,How to onsen in Japan: onsen bathing etiquette and what to expect; 48 Hours in Shanghai 上海 for a weekend getaway; Taking a Lomography Photowalk around Downtown Singapore; My 2-day Suncheon itinerary for sightseeing solo; Things to do in Keelung 基隆 on a Taipei day trip,How to onsen in Japan: onsen bathing etiquette and what to expect; Taking a Lomography Photowalk around Downtown Singapore; My 2-day Suncheon itinerary for sightseeing solo; 48 Hours in Shanghai 上海 for a weekend getaway; Things to do in Keelung 基隆 on a Taipei day trip,
2325,Traditional Vietnamese Food: A Journey from North to South,N/A,5,1.0,Traditional Vietnamese Hat: A Symphony of Styles; Vietnamese New Year Food: Taste the Vibrant Flavors of Tet; Vietnamese Cakes: Taste the Best Traditional Sweets; Top Vietnamese Beer Brands and Brews You Should Try; Vietnamese Breakfast Food: 10 Best Choices to Start the Day,Traditional Vietnamese Hat: A Symphony of Styles; Vietnamese New Year Food: Taste the Vibrant Flavors of Tet; Vietnamese Cakes: Taste the Best Traditional Sweets; Top Vietnamese Beer Brands and Brews You Should Try; Vietnamese Breakfast Food: 10 Best Choices to Start the Day,
2326,Ninh Binh Bear Sanctuary: A Must-Visit for Wildlife Lovers,N/A,5,1.0,Hanoi to Ninh Binh: Best Transport Options for Your Trip; Top 5+ Best Ninh Binh Restaurants for your Exploration; Temple of Literature: A Symbol of Vietnam’s Knowledge Quest; Ninh Binh Boat Tour: A Voyage through Natural Wonders; Tourist Attractions in Ninh Binh: 10 Best Places to Visit,Top 5+ Best Ninh Binh Restaurants for your Exploration; Hanoi to Ninh Binh: Best Transport Options for Your Trip; Temple of Literature: A Symbol of Vietnam’s Knowledge Quest; Ninh Binh Boat Tour: A Voyage through Natural Wonders; Tourist Attractions in Ninh Binh: 10 Best Places to Visit,
2327,Vung Tau Attractions: Top 10 Spectacular Places for Visitors,N/A,4,0.67,"Top 10 Family-Friendly Destinations in Southeast Asia; Top 10 Most Beautiful Tourist Attractions in Sapa, Vietnam; Top 10 Best Vietnam Cambodia Tour Experiences; Expedia Group Unveils Unpack ’25: The Future of Travel Trends; 18 Best Beaches In Aruba","18 Best Beaches In Aruba; Best Beaches in Asia: 10 Coasts That’ll Steal Your Heart; Top 10 Most Beautiful Tourist Attractions in Sapa, Vietnam; Top 10 Family-Friendly Destinations in Southeast Asia; Top 10 Best Vietnam Cambodia Tour Experiences",Best Beaches in Asia: 10 Coasts That’ll Steal Your Heart
2328,Ultimate Asia Travel Itinerary: Unforgettable Adventures!,N/A,5,1.0,"6-Week Southeast Asia Itinerary: The Ultimate Travel Plan; 10 Offbeat Things To Do In Bali That’ll Take You Beyond Its Beaches; 2-Month Southeast Asia Itinerary: Nature, Food & Culture; Ultimate 15-Day Adventure: Discover Thailand and Malaysia; Top Thailand Tours 5 Days: Best Thailand Spring Itineraries","6-Week Southeast Asia Itinerary: The Ultimate Travel Plan; 10 Offbeat Things To Do In Bali That’ll Take You Beyond Its Beaches; 2-Month Southeast Asia Itinerary: Nature, Food & Culture; Ultimate 15-Day Adventure: Discover Thailand and Malaysia; Top Thailand Tours 5 Days: Best Thailand Spring Itineraries",
2329,10 Best Places to Visit in February: From Fun to Sun,N/A,5,1.0,"10 Best Places to Visit in June: From Peaks to Beaches; 10 Best Tropical Places to Visit in October for Sun and Fun; 10 Best Places to Visit in March for Beauty and Adventure; 10 Best Places to Visit in November for Sun and Snow; 10 Best Places to Visit in August: Rivers, Beaches, Trails","10 Best Places to Visit in June: From Peaks to Beaches; 10 Best Places to Visit in March for Beauty and Adventure; 10 Best Places to Visit in November for Sun and Snow; 10 Best Tropical Places to Visit in October for Sun and Fun; 10 Best Places to Visit in August: Rivers, Beaches, Trails",
2330,Vietnamese Ao Dai: The Rich History and Timeless Beauty,N/A,5,1.0,Vietnam’s Capital: An Insider’s Guide to Hanoi’s Best; Vietnam Massage: Rejuvenation and Wellness; Vietnamese Last Names and Surnames: Vietnam’s Rich History; Things to Know about Ao Dai: The Vietnam Traditional Costume; Why You Should Be Excited To Fly Singapore Airlines All Over Again,Vietnam’s Capital: An Insider’s Guide to Hanoi’s Best; Vietnam Massage: Rejuvenation and Wellness; Vietnamese Last Names and Surnames: Vietnam’s Rich History; Things to Know about Ao Dai: The Vietnam Traditional Costume; Why You Should Be Excited To Fly Singapore Airlines All Over Again,
2331,Vietnam Weather in August: Tips for a Memorable Journey,N/A,4,0.67,Da Nang Weather Guide: Ideal Seasons for Your Vacation; Vietnam Weather in May: Discover the Best Trip Ideas; Da Nang Hotels: Tips for Selection & Top Amazing Hotels; Airport Da Nang: Tips for Smooth Arrivals and Departures; Weather in Vietnam in December: A Comprehensive Overview,Da Nang Weather Guide: Ideal Seasons for Your Vacation; Best Time to Visit Da Nang: Your Guide to the Perfect Trip; Vietnam Weather in May: Discover the Best Trip Ideas; Da Nang Hotels: Tips for Selection & Top Amazing Hotels; Airport Da Nang: Tips for Smooth Arrivals and Departures,Best Time to Visit Da Nang: Your Guide to the Perfect Trip
2332,Love Waterfall in Sapa: Nature’s Embrace and Alluring Beauty,N/A,5,1.0,"Ben En National Park: Unveil the Enchanting Wildlife Haven of Vietnam; Arriving Kakadu National Park; Sapa Vietnam Snow: Embracing Unique Winter Magic; How To Visit Tanjung Puting National Park In Indonesia; Tegenungan Waterfall Is A Dreamy Nature Spot Near Ubud With Swim Areas, Dayclub & Bali Swing","Ben En National Park: Unveil the Enchanting Wildlife Haven of Vietnam; Arriving Kakadu National Park; Sapa Vietnam Snow: Embracing Unique Winter Magic; How To Visit Tanjung Puting National Park In Indonesia; Tegenungan Waterfall Is A Dreamy Nature Spot Near Ubud With Swim Areas, Dayclub & Bali Swing",
2333,Best Time to Visit Hanoi and What to Expect for Travelers,N/A,4,0.67,Best Time to Visit Vietnam and Cambodia & Must-Dos; Best Time to Visit Sapa: A Full Guide for First-Timers; Best Time to Visit Halong Bay: Your VIP Travel Guide; Best Islands to Visit in February: Tropical Escapes Await; When is the best time to visit Malaysia based on the weather?,Best Time to Visit Vietnam and Cambodia & Must-Dos; Best Islands to Visit in February: Tropical Escapes Await; Best Time to Visit Sapa: A Full Guide for First-Timers; When is the best time to visit Malaysia based on the weather?; Weather Sapa: A Comprehensive Guide for First-Time Travelers,Weather Sapa: A Comprehensive Guide for First-Time Travelers
2334,Vietnam Weather in June: Plan Your Perfect Summer Trip,N/A,4,0.67,Vietnam Water Buffalo: Meet Vietnam’s Gentle Giants; Best Time to Visit Da Nang: Your Guide to the Perfect Trip; My Vietnam Travel Wishlist; Vietnam Weather in April: Top Picks for Exploring Vietnam; Unveiling Vietnam's Top 7 Breathtaking Beaches,Best Time to Visit Da Nang: Your Guide to the Perfect Trip; Vietnam Water Buffalo: Meet Vietnam’s Gentle Giants; My Vietnam Travel Wishlist; Vietnam Weather in April: Top Picks for Exploring Vietnam; Best Vegetarian Vietnamese Food & Where to Find the Best,Best Vegetarian Vietnamese Food & Where to Find the Best
2335,"Sleeping In: Indigo Snail Boutique Hmong Homestay, Sapa",N/A,3,0.43,Drinking all the pilsner beer in Prague; The Simple Pleasures of Taitung; Over 100 people stuck on Singapore Flyer; Cardiff Caerdydd!; Is Southeast Asia Safe for Travelers?,Over 100 people stuck on Singapore Flyer; Cardiff Caerdydd!; Drinking all the pilsner beer in Prague; Four Birthdays Together on a Private Yacht; The worst possible advice to give someone travelling to Singapore,The worst possible advice to give someone travelling to Singapore; Four Birthdays Together on a Private Yacht
2336,20 Sulawesi Pictures That Will Make You Want To Visit Indonesia,N/A,4,0.67,44 Bali Pictures That Will Make You Want To Travel Indonesia; What I bought in Taipei; Scoot Wins ATW Value Airline of the Year for Second Consecutive Year; 20 Brunei Pictures That Will Make You Want To Travel; Vienna sightseeing,44 Bali Pictures That Will Make You Want To Travel Indonesia; What I bought in Taipei; Scoot Wins ATW Value Airline of the Year for Second Consecutive Year; 20 Brunei Pictures That Will Make You Want To Travel; How To Beat The Causeway Jam This Friday,How To Beat The Causeway Jam This Friday
2337,Fujian Assembly Hall: A Spectacular Architecture in Hoi An,N/A,4,0.67,Day 5 – Devonport to Cradle Mountain; Top 7 Must-see Festivals During Tet in Vietnam; Phnom Tamao Wildlife Rescue Center – Where Every Animal Has a Story; Best Souvenirs to Buy in Thailand: A Traveler’s Guide; Amazing Wildlife In Active adventures in Asia: where to see?,Top 7 Must-see Festivals During Tet in Vietnam; Phnom Tamao Wildlife Rescue Center – Where Every Animal Has a Story; Day 5 – Devonport to Cradle Mountain; Amazing Wildlife In Active adventures in Asia: where to see?; Bokeo: Path to Nature,Bokeo: Path to Nature
